"ngram","document_abstract_id"
"ffa content",226537800002
"flash point",226537800002
"free fatty acid",226537800002
"methyl ester",226537800002
"molar ratio",226537800002
"non-edible oils",226537800002
"pour point",226537800002
"reaction duration",226537800002
"reaction temperature",226537800002
"rubber seed oil",226537800002
"transesterification process",226537800002
"two-step procedure",226537800002
"two-step process",226537800002
"unrefined rubber seed oil",226537800002
"viable alternative",226537800002
"industrial process",226537800004
"methyl ester",226537800004
"molar ratio",226537800004
"operating temperature",226537800004
"production process",226537800004
"reaction mixture",226537800004
"reaction system",226537800004
"soybean oil",226537800004
"suitable pretreatment",226537800004
"supercritical methanol",226537800004
"supercritical reaction",226537800004
"vegetable oil",226537800004
"bed surface",226537800009
"bed temperature",226537800009
"bulk density",226537800009
"char combustion",226537800009
"combustion process",226537800009
"fix bed",226537800009
"flame front",226537800009
"gas combustion",226537800009
"gas species concentration",226537800009
"grate boiler",226537800009
"heat capacity",226537800009
"heterogeneous model",226537800009
"ignition front",226537800009
"mathematical model",226537800009
"model prediction",226537800009
"moisture content",226537800009
"moisture evaporation",226537800009
"one-dimensional model",226537800009
"operating condition",226537800009
"oxygen concentration",226537800009
"packing condition",226537800009
"primary air",226537800009
"renewable energy source",226537800009
"simulated concentration",226537800009
"straw combustion",226537800009
"straw pyrolysis",226537800009
"unsteady model",226537800009
"cell system",226569000002
"conventional power source",226569000002
"cost index",226569000002
"diesel price",226569000002
"energy carrier",226569000002
"energy consumption",226569000002
"energy storage",226569000002
"fuel cell cost",226569000002
"hybrid energy system",226569000002
"hybrid system",226569000002
"hydrogen storage",226569000002
"non-renewable energy source",226569000002
"optimization tool",226569000002
"peak power demand",226569000002
"power generation",226569000002
"renewable source",226569000002
"sensitivity analysis",226569000002
"size tool",226569000002
"solar radiation level",226569000002
"stand-alone generation",226569000002
"stand-alone load",226569000002
"wind speed",226569000002
"blended fuel",226569000011
"brake consumption",226569000011
"brake thermal efficiency",226569000011
"diesel engine",226569000011
"diesel fuel",226569000011
"direct injection",226569000011
"ethanol contents",226569000011
"ethanol-diesel blend",226569000011
"ethanol-diesel fuel",226569000011
"exhaust emission",226569000011
"exhaust temperature",226569000011
"fuel consumption",226569000011
"neat diesel fuel",226569000011
"nox emission",226569000011
"operating condition",226569000011
"pure fuel",226569000011
"smoke emission",226569000011
"datum set",226596500002
"electricity production",226596500002
"european country",226596500002
"european station",226596500002
"future alteration",226596500002
"future production",226596500002
"future scenario",226596500002
"general distribution",226596500002
"global assumption",226596500002
"global change",226596500002
"hydropower plant",226596500002
"hydropower station",226596500002
"integrate assessment",226596500002
"long-term prospects",226596500002
"model-based approach",226596500002
"model watergap",226596500002
"moderate climate",226596500002
"realistic picture",226596500002
"regional trend",226596500002
"scenario assumption",226596500002
"severe alteration",226596500002
"southern european",226596500002
"strong indication",226596500002
"easy reference",226596500004
"energy policy",226596500004
"formulation process",226596500004
"general process",226596500004
"summary table",226596500004
"active role",226596500006
"capita carbon emission",226596500006
"capita income",226596500006
"carbon abatement",226596500006
"carbon emission",226596500006
"carbon emission abatement",226596500006
"carbon intensity",226596500006
"carbon mechanism",226596500006
"cooperation mechanism",226596500006
"economic development",226596500006
"energy development",226596500006
"energy efficiency improvement",226596500006
"energy resource",226596500006
"energy substitution",226596500006
"future development",226596500006
"GDP loss",226596500006
"global climate change",226596500006
"integrate model",226596500006
"international mechanism",226596500006
"marginal abatement cost",226596500006
"marginal abatement cost curve",226596500006
"mitigation mechanism",226596500006
"nuclear power",226596500006
"primary energy consumption",226596500006
"reference scenario",226596500006
"structure adjustment",226596500006
"world average",226596500006
"analysis model",226596500007
"decision model",226596500007
"electricity sector",226596500007
"equilibrium model",226596500007
"major trend",226596500007
"market analysis",226596500007
"model model",226596500007
"optimization model",226596500007
"relevant publication",226596500007
"research community",226596500007
"simulation model",226596500007
"suitable approach",226596500007
"support model",226596500007
"technical literature",226596500007
"alternative fuel",226660100003
"coal-water slurry",226660100003
"colloid mill",226660100003
"emulsion stability",226660100003
"ignition point",226660100003
"mix temperature",226660100003
"process condition",226660100003
"process variable",226660100003
"pulverize coal",226660100003
"sorbitan monooleate",226660100003
"stir intensity",226660100003
"water ratio",226660100003
"carbon component",226695400002
"carbon infrastructure",226695400002
"catalytic dissociation",226695400002
"clean energy carrier",226695400002
"co2 emission",226695400002
"economical aspect",226695400002
"energy problem",226695400002
"environmental aspect",226695400002
"environmental problem",226695400002
"environmental remediation",226695400002
"fossil fuel",226695400002
"hydrogen component",226695400002
"hydrogen energy",226695400002
"hydrogen production",226695400002
"international association",226695400002
"large-scale production",226695400002
"medium-term future",226695400002
"natural gas",226695400002
"near future",226695400002
"power generation",226695400002
"smooth transition",226695400002
"soil amendment",226695400002
"structural material",226695400002
"technological aspect",226695400002
"anaerobic microflora",226695400009
"anaerobic sludge",226695400009
"batch experiment",226695400009
"biological hydrogen production",226695400009
"clostridium pasteurianum",226695400009
"concentration control",226695400009
"confirmation experiment",226695400009
"hydrogen content",226695400009
"hydrogen energy",226695400009
"hydrogen production",226695400009
"hydrogen productivity",226695400009
"indicator choice",226695400009
"international association",226695400009
"mol sucrose",226695400009
"nutrient control",226695400009
"reactor operating",226695400009
"sewage sludge",226695400009
"taguchi orthogonal array",226695400009
"trace metal",226695400009
"activate carbon",226695400010
"carbon-based catalyst",226695400010
"hydrogen energy",226695400010
"international association",226695400010
"long-term behaviour",226695400010
"mesoporous carbon",226695400010
"oxygenate group",226695400010
"pore size distribution",226695400010
"stable production",226695400010
"surface chemistry",226695400010
"surface group",226695400010
"sustainable hydrogen production",226695400010
"textural property",226695400010
"analytic form",226695400011
"hydrogen absorption/desorption",226695400011
"hydrogen energy",226695400011
"hydrogen storage material",226695400011
"international association",226695400011
"physical meaning",226695400011
"powder material",226695400011
"react fraction",226695400011
"acid-treated cnt",226707500005
"catalyst synthesis",226707500005
"ethylene glycol",226707500005
"fuel-cell electrode",226707500005
"metal particle",226707500005
"oxygen reduction reaction",226707500005
"polymer electrolyte membrane fuel cell",226707500005
"reactive site",226707500005
"scanning electron micrograph",226707500005
"transmission electron micrograph",226707500005
"x-ray photoelectron spectrum",226707500005
"acidic media",226707500008
"carbon monoxide",226707500008
"catalytic activity",226707500008
"cyclic voltammetry",226707500008
"electrochemical measurement",226707500008
"improve resistance",226707500008
"latter show",226707500008
"metal precursor",226707500008
"methanol electro-oxidation",226707500008
"nabh4 reduction",226707500008
"particle size",226707500008
"pt/c catalyst",226707500008
"pt-co catalyst",226707500008
"room temperature",226707500008
"x-ray photoelectron spectroscopy",226707500008
"additional benefit",226707500020
"capacity retention",226707500020
"composite membrane",226707500020
"ethylene carbonate",226707500020
"ethylmethyl carbonate",226707500020
"inorganic membrane",226707500020
"ionic conductivity",226707500020
"li-ion battery",226707500020
"li-ion cell",226707500020
"lipf6-based electrolyte",226707500020
"liquid electrolyte",226707500020
"polymer binder",226707500020
"stable capacity",226707500020
"combustion chemistry",226716700005
"combustion institute",226716700005
"desire measurement",226716700005
"elevated pressure",226716700005
"ethylene-air flame",226716700005
"ethylene flame",226716700005
"flame height",226716700005
"fluid mechanic",226716700005
"human health",226716700005
"laminar diffusion flame",226716700005
"laser-induced incandescence",226716700005
"laser technique",226716700005
"light technique",226716700005
"physical characteristic",226716700005
"resolve measurement",226716700005
"sensitive indicator",226716700005
"soot formation",226716700005
"soot production",226716700005
"soot volume fraction",226716700005
"volume scale",226716700005
"axial velocity",226716700009
"combustion institute",226716700009
"combustion system",226716700009
"equal role",226716700009
"equivalence ratio",226716700009
"flame length",226716700009
"flame position",226716700009
"flame response",226716700009
"flame speed",226716700009
"flow velocity",226716700009
"heat release response",226716700009
"heuristic argument",226716700009
"mean position",226716700009
"mean ratio",226716700009
"mixture equivalence ratio",226716700009
"partial agreement",226716700009
"premixed system",226716700009
"reactive ratio",226716700009
"self-excited oscillation",226716700009
"transfer function",226716700009
"ambient air temperature",226752800001
"annual savings",226752800001
"building cooling",226752800001
"building shell",226752800001
"building surface",226752800001
"complete simulation",226752800001
"deciduous tree",226752800001
"direct savings",226752800001
"electricity savings",226752800001
"energy savings",226752800001
"energy use",226752800001
"heated building",226752800001
"heat gain",226752800001
"heating fuel",226752800001
"indirect savings",226752800001
"natural gas",226752800001
"office building",226752800001
"peak power demand",226752800001
"reflective surface",226752800001
"retail building",226752800001
"retail store",226752800001
"roofing material",226752800001
"shade tree",226752800001
"statistical analysis",226752800001
"summary table",226752800001
"urban vegetation",226752800001
"weather datum",226752800001
"winter heating",226752800001
"economy technology",226752800002
"fuel economy",226752800002
"fuel economy standard",226752800002
"fuel savings",226752800002
"fuel technology",226752800002
"pivot point",226752800002
"price elasticity",226752800002
"sale revenue",226752800002
"vehicle demand",226752800002
"distribute generation",226752800004
"electricity generation",226752800004
"embedded generation",226752800004
"generation technology",226752800004
"latter concept",226752800004
"major benefit",226752800004
"possible contribution",226752800004
"precise definition",226752800004
"renewed interest",226752800004
"small-scale generation",226752800004
"small-scale technology",226752800004
"alcohol concentration",226761800003
"alkyl ester",226761800003
"enzymatic transesterification",226761800003
"enzyme loading",226761800003
"enzyme stability",226761800003
"ester formation",226761800003
"ethyl formation",226761800003
"free enzyme",226761800003
"immobilized form",226761800003
"immobilize enzyme",226761800003
"immobilize lipase",226761800003
"inert support",226761800003
"little activity",226761800003
"methyl formation",226761800003
"molar ratio",226761800003
"negligible level",226761800003
"oil/methanol molar ratio",226761800003
"repeat use",226761800003
"soybean oil",226761800003
"thermal stability",226761800003
"transesterification reaction",226761800003
"beta-glucosidase activity",226761800005
"degradable compound",226761800005
"degraded soil",226761800005
"dry cake",226761800005
"enzyme complex",226761800005
"humic substance",226761800005
"hydrolytic enzyme",226761800005
"immobilise enzyme",226761800005
"microbial activity",226761800005
"microbial attack",226761800005
"microbial consumption",226761800005
"month period",226761800005
"municipal biosolid",226761800005
"nutrient cycle",226761800005
"olive cake",226761800005
"olive waste",226761800005
"organic extract",226761800005
"phosphatase activity",226761800005
"regeneration purpose",226761800005
"sodium pyrophosphate",226761800005
"soil environment",226761800005
"urease activity",226761800005
"vermicompost process",226761800005
"adsorbent dose",226761800006
"adsorbent particle size",226761800006
"commercial activate carbon",226761800006
"dye concentration",226761800006
"equilibrium datum",226761800006
"isotherm datum",226761800006
"langmuir isotherm",226761800006
"low-cost alternative",226761800006
"metal complex dye",226761800006
"monolayer adsorption capacity",226761800006
"pine sawdust",226761800006
"textile effluent",226761800006
"textile industry",226761800006
"antifungal activity",226761800009
"brown rot fungus",226761800009
"coriolus versicolor",226761800009
"dominant constituent",226761800009
"essential oils",226761800009
"gas chromatography",226761800009
"hardwood species",226761800009
"indigenous species",226761800009
"laetiporus sulphureus",226761800009
"leaf essential oils",226761800009
"leaf oils",226761800009
"major compound",226761800009
"minimum inhibitory concentration",226761800009
"osmophloeum leaf essential oils",226761800009
"strongest antifungal activity",226761800009
"white rot fungus",226761800009
"abundant polysaccharide",226761800012
"acid hydrolysis",226761800012
"amylolytic enzyme",226761800012
"direct hydrolysis",226761800012
"enzymatic hydrolysis",226761800012
"fibrous material",226761800012
"heat pretreatment",226761800012
"milling industry",226761800012
"pentose sugar",226761800012
"pretreatment step",226761800012
"sugar feedstock",226761800012
"sugar yield",226761800012
"suitable feedstock",226761800012
"underutilize source",226761800012
"wheat bran",226761800012
"wheat industry",226761800012
"base substitute",226761800013
"castor oil",226761800013
"diesel engine",226761800013
"diesel fuel",226761800013
"diesel fuel substitute",226761800013
"fatty acid composition",226761800013
"fatty acid ricinoleic acid",226761800013
"fuel injection system",226761800013
"future regulation",226761800013
"hydroxy fatty acid",226761800013
"oil ester",226761800013
"rapeseed methyl ester",226761800013
"sulfur content",226761800013
"unique composition",226761800013
"vegetable oil",226761800013
"vegetable oils",226761800013
"vegetable soybean",226761800013
"berea sandstone",226784600008
"earth science",226784600008
"geostatistical technique",226784600008
"large-scale pattern",226784600008
"local probability",226784600008
"long-range connectivity",226784600008
"micro-ct scanning",226784600008
"multiphase flow",226784600008
"multiple location",226784600008
"multiple-point statistics",226784600008
"percolation probability",226784600008
"pore space",226784600008
"porous media",226784600008
"realistic media",226784600008
"space representation",226784600008
"spatial location",226784600008
"statistical relation",226784600008
"thin section",226784600008
"thin-section image",226784600008
"three-dimensional representation",226784600008
"training image",226784600008
"typical pattern",226784600008
"void space",226784600008
"additional datum",226877100002
"ash content",226877100002
"average absolute error",226877100002
"bias error",226877100002
"biomass material",226877100002
"carbonaceous material",226877100002
"clean use",226877100002
"datum point",226877100002
"energy content",226877100002
"entire spectrum",226877100002
"expensive equipment",226877100002
"fixed carbon",226877100002
"general correlation",226877100002
"major advantage",226877100002
"point datum",226877100002
"probable error",226877100002
"proximate analysis",226877100002
"solid fuel",226877100002
"solid material",226877100002
"standard laboratory equipment",226877100002
"ultimate analysis",226877100002
"useful tool",226877100002
"volatile matter",226877100002
"cavitation phenomenon",226877100009
"characteristic formation",226877100009
"diesel spray",226877100009
"discharge level",226877100009
"emission regulation",226877100009
"flux flux",226877100009
"internal flow",226877100009
"key point",226877100009
"mass flux",226877100009
"momentum flux",226877100009
"nozzle geometry",226877100009
"pressure level",226877100009
"real geometry",226877100009
"spray behavior",226877100009
"spray characteristic",226877100009
"carbon deposition",226877100010
"catalytic activity",226877100010
"coking behavior",226877100010
"coking resistance",226877100010
"h-2-tpr analysis",226877100010
"n-2 adsorption/desorption",226877100010
"ni/ceo2-zro catalyst",226877100010
"nickel catalyst",226877100010
"partial oxidation",226877100010
"resistant behavior",226877100010
"strong interaction",226877100010
"structural property",226877100010
"x-ray diffraction",226877100010
"average energy",227027800014
"charge period",227027800014
"collection unit",227027800014
"datum acquisition unit",227027800014
"energy analysis",227027800014
"exergy analysis",227027800014
"exergy efficiency",227027800014
"external unit",227027800014
"flat plate solar air collector",227027800014
"follow work",227027800014
"heat technique",227027800014
"heat transfer fluid",227027800014
"heat transfer unit",227027800014
"heat unit",227027800014
"latent heat storage",227027800014
"latent heat storage unit",227027800014
"latent technique",227027800014
"net energy",227027800014
"paraffin wax",227027800014
"seasonal thermal energy storage",227027800014
"solar air heater",227027800014
"square meter",227027800014
"steel tank",227027800014
"storage technique",227027800014
"storage unit",227027800014
"system efficiency",227027800014
"temperature difference",227027800014
"thermal exergy",227027800014
"tilt angle",227027800014
"anomalous enrichment",227030700004
"distinct stage",227030700004
"dominant source",227030700004
"fe/mn ratio",227030700004
"formation temperature",227030700004
"guizhou province",227030700004
"hydrothermal fluid",227030700004
"late permian",227030700004
"low-temperature hydrothermal fluid",227030700004
"major metal",227030700004
"northwestern province",227030700004
"platinum-group element",227030700004
"scan electron microscope",227030700004
"sequential extraction",227030700004
"silicate fraction",227030700004
"trace element",227030700004
"trace metal",227030700004
"vein quartz",227030700004
"alkaline medium",227046400006
"certain limit",227046400006
"consumption datum",227046400006
"cyclic voltammogram",227046400006
"cyclic voltarnmetry",227046400006
"flow cell",227046400006
"four-electron mechanism",227046400006
"fuel cell",227046400006
"further loading",227046400006
"manganese cathode",227046400006
"mno2 cathode",227046400006
"open-circuit voltage",227046400006
"oxygen datum",227046400006
"oxygen reduction",227046400006
"oxygen reduction reaction",227046400006
"pathway mechanism",227046400006
"power density",227046400006
"single peak",227046400006
"sodium borohydride",227046400006
"activation distribution",227046400010
"catalyst layer",227046400010
"computational domain",227046400010
"computational fluid dynamic",227046400010
"computational model",227046400010
"concentration loss",227046400010
"convective transport",227046400010
"density distribution",227046400010
"diffusive transport",227046400010
"distribute generation",227046400010
"dominant influence",227046400010
"electrochemical reaction",227046400010
"fuel cell",227046400010
"global density",227046400010
"heat generation",227046400010
"implement code",227046400010
"local distribution",227046400010
"maximum density",227046400010
"membrane cell",227046400010
"model account",227046400010
"model cell",227046400010
"noticeable change",227046400010
"ohmic loss",227046400010
"parallel computing",227046400010
"parametric analysis",227046400010
"proton exchange membrane",227046400010
"spatial distribution",227046400010
"well-resolved simulation",227046400010
"activation polarization",227046400011
"analytical model",227046400011
"anode interlayer",227046400011
"anode support",227046400011
"anode thickness",227046400011
"cathode interlayer",227046400011
"cathode thickness",227046400011
"cell material",227046400011
"electrode microstructure",227046400011
"electrolyte thickness",227046400011
"give operating condition",227046400011
"interlayer thickness",227046400011
"ohmic contribution",227046400011
"ohmic polarization",227046400011
"polarization loss",227046400011
"power density",227046400011
"solid oxide fuel cell",227046400011
"ysz thickness",227046400011
"yttria-stabilized zirconia",227046400011
"cathode side",227046400012
"cell resistance",227046400012
"corrective action",227046400012
"fuel cell",227046400012
"operational cell",227046400012
"PEM fuel cell",227046400012
"pressure drop",227046400012
"reliable indicator",227046400012
"battery pack",227046400014
"cell vehicle",227046400014
"fuel cell",227046400014
"fuel cell system",227046400014
"fuel efficiency",227046400014
"future work",227046400014
"heat exchanger",227046400014
"hydrogen vehicle",227046400014
"internal combustion engine",227046400014
"lightweight vehicle",227046400014
"power consumption",227046400014
"power vehicle",227046400014
"pressure regulator",227046400014
"proton exchange membrane fuel cell",227046400014
"solenoid valve",227046400014
"speed enhancement",227046400014
"support component",227046400014
"typical engine",227046400014
"water pump",227046400014
"zero-emission vehicle",227046400014
"cathodic behaviour",227046400017
"characteristic structural phase transition",227046400017
"charge cathode",227046400017
"coulombic efficiency",227046400017
"cyclic voltammetry",227046400017
"decomposition temperature",227046400017
"differential scanning calorimetry curve",227046400017
"few cycle",227046400017
"fifth cycle",227046400017
"galvanostatic charge-discharge cycling",227046400017
"heat evolution",227046400017
"impedance spectrum",227046400017
"reversible capacity",227046400017
"synthesize compound",227046400017
"thermal stability",227046400017
"x-ray diffraction analysis",227046400017
"x-ray photoelectron spectrum",227046400017
"anode material",227046400020
"constant capacity",227046400020
"partial substitution",227046400020
"possible material",227046400020
"reversible reaction",227046400020
"apparent activation energy",227054500007
"biomass gasification",227054500007
"biomass gasifier",227054500007
"catalytic activity",227054500007
"catalytic behaviour",227054500007
"dry reform reaction",227054500007
"gaseous product",227054500007
"light tar",227054500007
"major problem",227054500007
"model biomass tar compound",227054500007
"naphthalene conversion",227054500007
"polymerization reaction",227054500007
"product gas",227054500007
"renewable energy",227054500007
"steam-reforming reaction",227054500007
"synga mixture",227054500007
"tar removal",227054500007
"genetic algorithm",227074200005
"heat exchanger network",227074200005
"heat exchanger network synthesis",227074200005
"last few decade",227074200005
"mathematical programming",227074200005
"pinch analysis",227074200005
"show network",227074200005
"simulated annealing",227074200005
"antioxidant activity",227076600002
"aqueous acetone",227076600002
"biological source",227076600002
"economic importance",227076600002
"flavonoid content",227076600002
"frap assay",227076600002
"herbal drug",227076600002
"investigate class",227076600002
"maize hybrid",227076600002
"observe activity",227076600002
"plant material",227076600002
"polyphenol class",227076600002
"polyphenol content",227076600002
"polyphenol contents",227076600002
"positive linear correlation",227076600002
"biomass concentration",227076600003
"complete denitrification",227076600003
"denitrification process",227076600003
"dominant strain",227076600003
"first-order reaction",227076600003
"industrial plant",227076600003
"mixed bacterial culture",227076600003
"production wastewater treatment plant",227076600003
"stir reactor",227076600003
"synthetic wastewater",227076600003
"two-stage plant",227076600003
"zero-order reaction",227076600003
"anaerobic sludge",227076600012
"compost-amended soil",227076600012
"conventional fertilizer",227076600012
"crop production",227076600012
"crop yield",227076600012
"extractable nutrient",227076600012
"feed corn",227076600012
"lagoon sludge",227076600012
"nova scotia",227076600012
"nutrient availability",227076600012
"organic amendment",227076600012
"plant tissue",227076600012
"sewage sludge",227076600012
"sewage sludge compost",227076600012
"soil nutrient",227076600012
"zea may",227076600012
"agricultural residue",227142900002
"biomass resource",227142900002
"cellulose component",227142900002
"cellulosic biomass",227142900002
"cellulosic material",227142900002
"cellulosic resource",227142900002
"conversion technology",227142900002
"crude oil",227142900002
"environmental pollution",227142900002
"forest material",227142900002
"glucose sugar",227142900002
"internal combustion engine",227142900002
"liquid biofuel",227142900002
"motor fuel",227142900002
"motor vehicle",227142900002
"pretreatment process",227142900002
"renewable liquid fuel",227142900002
"sample size",227142900002
"urban waste",227142900002
"use biofuel",227142900002
"broken rotor bar",227203100017
"fundamental component",227203100017
"induction machine",227203100017
"steady-state speed",227203100017
"adequate model",227203100027
"alternative energy source",227203100027
"entire space",227203100027
"generation system",227203100027
"multiparametric analysis",227203100027
"pemfc model",227203100027
"PEMFC model",227203100027
"powerful tool",227203100027
"proton-exchange membrane fuel cell",227203100027
"sensitivity analysis",227203100027
"widespread testing",227203100027
"computer simulation",227203100028
"direct conversion",227203100028
"electric energy",227203100028
"electricity production",227203100028
"electric power production",227203100028
"energy conversion",227203100028
"future step",227203100028
"future work",227203100028
"ocean wave",227203100028
"permanent magnet linear generator",227203100028
"sustainable production",227203100028
"three-phase generator",227203100028
"useful start point",227203100028
"wave energy",227203100028
"wave power",227203100028
"catalytic activity",227203200011
"ethanol steam",227203200011
"first-order reaction",227203200011
"hydrogen energy",227203200011
"hydrogen selectivity",227203200011
"international association",227203200011
"long-term stability",227203200011
"nickel oxalate",227203200011
"reaction kinetics",227203200011
"steady-state reaction",227203200011
"clear correlation",227222200006
"low-pressure chemical vapour deposition technique",227222200006
"morphological transition",227222200006
"pressure range",227222200006
"single crystallographic orientation",227222200006
"solar cell technology",227222200006
"surface grain",227222200006
"temperature series",227222200006
"thin-film silicon",227222200006
"thin-film silicon solar cell",227222200006
"transparent conductive oxide",227222200006
"zinc oxide",227222200006
"zno layer",227222200006
"zno material",227222200006
"zno sample",227222200006
"combined efficiency",227269200010
"concentration ratio",227269200010
"electrical efficiency",227269200010
"flux intensity",227269200010
"geometric ratio",227269200010
"non-uniform illumination",227269200010
"parabolic trough collector",227269200010
"peak intensity",227269200010
"photovoltaic/thermal collector",227269200010
"shape error",227269200010
"short circuit",227269200010
"solar cell",227269200010
"thermal efficiency",227269200010
"typical operating condition",227269200010
"voltage reduction",227269200010
"ambient air",227269200023
"dimensional mathematical model",227269200023
"dimensional model",227269200023
"faster process",227269200023
"integrate collector",227269200023
"integrate system",227269200023
"living space",227269200023
"melting point",227269200023
"melting process",227269200023
"melting temperature",227269200023
"natural convection",227269200023
"PCM layer",227269200023
"phase change material",227269200023
"phase change thermal storage unit",227269200023
"sensible heat",227269200023
"slab material",227269200023
"solar heating system",227269200023
"space heating",227269200023
"storage unit",227269200023
"store heat",227269200023
"thermal behaviour",227269200023
"transient behaviour",227269200023
"warm air",227269200023
"adsorbed hydrocarbon",227327700018
"chemical analysis",227327700018
"chemical equilibrium model",227327700018
"commercial fuel",227327700018
"diesel fuel",227327700018
"engine emission",227327700018
"filter surface",227327700018
"mean particle diameter",227327700018
"mean particle size",227327700018
"methyl ester",227327700018
"morphological analysis",227327700018
"nox emission",227327700018
"oleaginous crop",227327700018
"particulate emission",227327700018
"particulate matter",227327700018
"pure blend",227327700018
"soluble organic fraction",227327700018
"sulphate content",227327700018
"thermochemical property",227327700018
"unit surface",227327700018
"vegetable ester",227327700018
"airborne emission",227366000002
"annual heating energy consumption",227366000002
"average consumption",227366000002
"direct impact",227366000002
"envelope insulation",227366000002
"environmental impact",227366000002
"european average",227366000002
"european building",227366000002
"fossil fuel",227366000002
"harmful substance",227366000002
"heating energy consumption",227366000002
"heating system",227366000002
"more consumption",227366000002
"natural resource",227366000002
"raw material",227366000002
"residential building",227366000002
"solid emission",227366000002
"solid waste",227366000002
"thermal insulation",227366000002
"waste emission",227366000002
"baseline development",227366000012
"building energy consumption",227366000012
"commercial building",227366000012
"dry-bulb temperature",227366000012
"energy development",227366000012
"global solar radiation",227366000012
"mean outdoor temperature",227366000012
"model development",227366000012
"monthly bill",227366000012
"monthly mean temperature",227366000012
"neural network algorithm",227366000012
"percentage error",227366000012
"radial-basis function",227366000012
"support vector machine",227366000012
"utility bill",227366000012
"verification protocol",227366000012
"weather datum",227366000012
"agricultural residue",227416500002
"attractive feedstock",227416500002
"automotive fuel",227416500002
"capable plant",227416500002
"conventional gasoline",227416500002
"corn stover",227416500002
"design assumption",227416500002
"energy reserve",227416500002
"ethanol production",227416500002
"flexible plant",227416500002
"fossil reserve",227416500002
"general term",227416500002
"industrial scale",227416500002
"long term",227416500002
"north china",227416500002
"particular assumption",227416500002
"perceive risk",227416500002
"process economics",227416500002
"residual bagasse",227416500002
"rice hull",227416500002
"sorghum bagasse",227416500002
"sweet sorghum",227416500002
"united states",227416500002
"bioremediation treatment",227416500008
"dehydrogenase activity",227416500008
"dehydrogenase assay",227416500008
"diesel oil",227416500008
"greatest activity",227416500008
"greatest degradation",227416500008
"heavy fraction",227416500008
"heterotrophic population",227416500008
"hong kong",227416500008
"hong kong sample",227416500008
"indigenous population",227416500008
"long beach",227416500008
"microbial activity",227416500008
"natural attenuation",227416500008
"petroleum hydrocarbon",227416500008
"soil microbial population",227416500008
"soil property",227416500008
"soil sample",227416500008
"carrier transport",227516300010
"exciton dissociation",227516300010
"fabricate device",227516300010
"flexible device",227516300010
"future optimization",227516300010
"i-v characterization",227516300010
"john wiley sons",227516300010
"open-circuit voltage v-oc",227516300010
"photovoltaic device",227516300010
"photovoltaic system",227516300010
"polymer solar cell",227516300010
"power application",227516300010
"regioregular poly",227516300010
"short-circuit density",227516300010
"single-wall carbon nanotube",227516300010
"space application",227516300010
"clean source",227519900005
"common technology",227519900005
"environmental impact",227519900005
"following phase",227519900005
"international standard",227519900005
"life cycle",227519900005
"life cycle assessment",227519900005
"life cycle phase",227519900005
"production process",227519900005
"raw material",227519900005
"renewable energy source",227519900005
"renewable plant",227519900005
"renewable technology",227519900005
"solar thermal collector",227519900005
"warm water",227519900005
"absolute percentage error",227519900007
"abundant energy",227519900007
"ANN model",227519900007
"artificial neural network",227519900007
"average annual temperature",227519900007
"average solar radiation",227519900007
"degree latitudes",227519900007
"geographical datum",227519900007
"learn algorithm",227519900007
"levenberg-marquardt algorithm",227519900007
"logistic sigmoid transfer function",227519900007
"mean temperature",227519900007
"meteorological datum",227519900007
"monitor station",227519900007
"neural network",227519900007
"pola-ribiere conjugate gradient",227519900007
"radiation period",227519900007
"scale conjugate gradient",227519900007
"solar energy",227519900007
"solar energy system",227519900007
"solar radiation",227519900007
"solar technology",227519900007
"south coast",227519900007
"sunshine duration",227519900007
"testing station",227519900007
"trained model",227519900007
"west coast",227519900007
"yearly period",227519900007
"air stream",227521700001
"combustion institute",227521700001
"complex chemistry",227521700001
"counterflow flame",227521700001
"diffusion flame",227521700001
"diffusive flux",227521700001
"equivalence ratio",227521700001
"flame burning",227521700001
"flame index",227521700001
"flammability limit",227521700001
"fluid mechanic",227521700001
"free stream",227521700001
"fresh ratio",227521700001
"fuel ratio",227521700001
"improve index",227521700001
"key relation",227521700001
"laminar flame calculation",227521700001
"methane/air mixture",227521700001
"mixture equivalence ratio",227521700001
"premixed flamelet",227521700001
"pure methane",227521700001
"relevant species",227521700001
"side ratio",227521700001
"single flame",227521700001
"strained flame",227521700001
"subsequent introduction",227521700001
"balance equation",227521700003
"coflowing stream",227521700003
"combustion institute",227521700003
"diffusion flame",227521700003
"direct numerical simulation",227521700003
"edge flame",227521700003
"equivalence ratio",227521700003
"flame base",227521700003
"flame response",227521700003
"fuel injection",227521700003
"fuel jet",227521700003
"heated air",227521700003
"leading edge",227521700003
"premixed combustion",227521700003
"premixed flame",227521700003
"progress variable",227521700003
"rich flame",227521700003
"rich premixed flame",227521700003
"scale decomposition",227521700003
"scale modeling",227521700003
"spray jet",227521700003
"subgrid modeling",227521700003
"transport property",227521700003
"attenuation measurement",227521700006
"carbon conversion",227521700006
"combustion chamber",227521700006
"combustion institute",227521700006
"flame height",227521700006
"flame stability",227521700006
"high-pressure chamber",227521700006
"improve understanding",227521700006
"laminar flame",227521700006
"maximum concentration",227521700006
"methane-air flame",227521700006
"nonpremixed flame",227521700006
"peak conversion",227521700006
"power law",227521700006
"power-law dependence",227521700006
"pressure dependence",227521700006
"pressure range",227521700006
"resolve measurement",227521700006
